indicator_code,indicator,short_name,country_code,country,better_when,native_unit_per_year,n_independent,first_time,last_time,native_slope_per_year,native_slope_ci_low,native_slope_ci_high,theilsen_intercept,favourable_slope_per_year,favourable_slope_ci_low,favourable_slope_ci_high,kendall_tau_native,kendall_tau_favourable,kendall_p_raw,is_australia
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,HUN,Hungary,higher,PPP USD per person per year,15.0,2010.0,2024.0,1113.6363636363637,931.5,1257.0,-2220637.545454546,1113.6363636363637,931.5,1257.0,0.961904761904762,0.961904761904762,1.8200249681731164e-10,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,IRL,Ireland,higher,PPP USD per person per year,15.0,2010.0,2024.0,821.2,615.2857142857143,984.5555555555555,-1618341.4000000001,821.2,615.2857142857143,984.5555555555555,0.7904761904761906,0.7904761904761906,4.906475309914463e-06,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,ISL,Iceland,higher,PPP USD per person per year,15.0,2010.0,2024.0,1072.6666666666667,999.3333333333334,1209.875,-2121125.666666667,1072.6666666666667,999.3333333333334,1209.875,0.961904761904762,0.961904761904762,1.8200249681731164e-10,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,ITA,Italy,higher,PPP USD per person per year,15.0,2010.0,2024.0,242.0,21.928571428571427,304.0,-446701.0,242.0,21.928571428571427,304.0,0.40952380952380957,0.40952380952380957,0.03589723736788882,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,JPN,Japan,higher,PPP USD per person per year,15.0,2010.0,2024.0,223.14285714285714,185.91666666666666,294.6666666666667,-414610.14285714284,223.14285714285714,185.91666666666666,294.6666666666667,0.8095238095238096,0.8095238095238096,2.2746672052227607e-06,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,KOR,Korea,higher,PPP USD per person per year,15.0,2010.0,2024.0,794.2,749.1666666666666,838.4444444444445,-1571044.4000000001,794.2,749.1666666666666,838.4444444444445,1.0,1.0,1.5294327463639633e-12,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,LTU,Lithuania,higher,PPP USD per person per year,15.0,2010.0,2024.0,1052.1818181818182,938.875,1242.2222222222222,-2091456.7272727275,1052.1818181818182,938.875,1242.2222222222222,0.9047619047619049,0.9047619047619049,1.6537756286433536e-08,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,LUX,Luxembourg,higher,PPP USD per person per year,15.0,2010.0,2024.0,545.9,342.8333333333333,725.2857142857143,-1042163.3,545.9,342.8333333333333,725.2857142857143,0.7333333333333334,0.7333333333333334,3.702856397962218e-05,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,LVA,Latvia,higher,PPP USD per person per year,15.0,2010.0,2024.0,847.25,672.3333333333334,1016.0,-1682290.25,847.25,672.3333333333334,1016.0,0.8857142857142857,0.8857142857142857,5.337720284810232e-08,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,MEX,Mexico,higher,PPP USD per person per year,15.0,2010.0,2024.0,161.0,63.27272727272727,240.0,-304370.0,161.0,63.27272727272727,240.0,0.5238095238095238,0.5238095238095238,0.005901586283902752,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,NLD,Netherlands,higher,PPP USD per person per year,15.0,2010.0,2024.0,574.6666666666666,413.90909090909093,672.0,-1111729.6666666665,574.6666666666666,413.90909090909093,672.0,0.7904761904761906,0.7904761904761906,4.906475309914463e-06,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,POL,Poland,higher,PPP USD per person per year,15.0,2010.0,2024.0,1007.875,886.5,1137.0,-2003294.875,1007.875,886.5,1137.0,0.9428571428571428,0.9428571428571428,1.0155433435856716e-09,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,PRT,Portugal,higher,PPP USD per person per year,15.0,2010.0,2024.0,499.6363636363636,291.0,629.1666666666666,-974977.5454545454,499.6363636363636,291.0,629.1666666666666,0.6952380952380953,0.6952380952380953,0.00011760372441589373,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,ROU,Romania,higher,PPP USD per person per year,15.0,2010.0,2024.0,1177.0,966.3846153846154,1360.5,-2350922.0,1177.0,966.3846153846154,1360.5,0.961904761904762,0.961904761904762,1.8200249681731164e-10,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,SVK,Slovak Republic,higher,PPP USD per person per year,15.0,2010.0,2024.0,739.5714285714286,567.625,862.0,-1463899.5714285714,739.5714285714286,567.625,862.0,0.8095238095238096,0.8095238095238096,2.2746672052227607e-06,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,SVN,Slovenia,higher,PPP USD per person per year,15.0,2010.0,2024.0,835.75,577.8333333333334,1005.5,-1653842.75,835.75,577.8333333333334,1005.5,0.7714285714285715,0.7714285714285715,1.0056000424717356e-05,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,SWE,Sweden,higher,PPP USD per person per year,15.0,2010.0,2024.0,341.85714285714283,229.14285714285714,436.5,-644011.857142857,341.85714285714283,229.14285714285714,436.5,0.8095238095238096,0.8095238095238096,2.2746672052227607e-06,False
1_1,Households and NPISHs net adjusted disposable income per capita,Household income,USA,United States,higher,PPP USD per person per year,15.0,2010.0,2024.0,1152.3333333333333,908.1111111111111,1255.4285714285713,-2267637.333333333,1152.3333333333333,908.1111111111111,1255.4285714285713,0.8857142857142857,0.8857142857142857,5.337720284810232e-08,False
2_1,Employment rate,Employment rate,AUS,Australia,higher,percentage points per year,15.0,2010.0,2024.0,0.35838461538461475,0.18412499999999987,0.5095999999999975,-646.7337692307678,0.35838461538461475,0.18412499999999987,0.5095999999999975,0.7523809523809525,0.7523809523809525,1.9694049703970338e-05,True
2_1,Employment rate,Employment rate,AUT,Austria,higher,percentage points per year,15.0,2010.0,2024.0,0.2539999999999978,0.16942857142857243,0.33422222222222175,-435.89499999999555,0.2539999999999978,0.16942857142857243,0.33422222222222175,0.8285714285714286,0.8285714285714286,9.951376518836835e-07,False
2_1,Employment rate,Employment rate,BEL,Belgium,higher,percentage points per year,15.0,2010.0,2024.0,0.48125000000000046,0.37000000000000455,0.589500000000001,-898.7922500000009,0.48125000000000046,0.37000000000000455,0.589500000000001,0.9047619047619049,0.9047619047619049,1.6537756286433536e-08,False
2_1,Employment rate,Employment rate,BGR,Bulgaria,higher,percentage points per year,15.0,2010.0,2024.0,1.1631428571428566,0.9229999999999996,1.3134999999999994,-2271.9421428571413,1.1631428571428566,0.9229999999999996,1.3134999999999994,0.9047619047619049,0.9047619047619049,1.6537756286433536e-08,False
2_1,Employment rate,Employment rate,CAN,Canada,higher,percentage points per year,15.0,2010.0,2024.0,0.2961428571428562,0.18199999999999933,0.3851249999999986,-520.9941428571409,0.2961428571428562,0.18199999999999933,0.3851249999999986,0.6380952380952382,0.6380952380952382,0.0005320215605847219,False
2_1,Employment rate,Employment rate,CHE,Switzerland,higher,percentage points per year,15.0,2010.0,2024.0,0.2217500000000001,0.15849999999999936,0.300666666666667,-364.26175000000023,0.2217500000000001,0.15849999999999936,0.300666666666667,0.8285714285714286,0.8285714285714286,9.951376518836835e-07,False
2_1,Employment rate,Employment rate,CHL,Chile,higher,percentage points per year,15.0,2010.0,2024.0,0.06508333333333265,-0.1733000000000004,0.20899999999999608,-58.35408333333196,0.06508333333333265,-0.1733000000000004,0.20899999999999608,0.14285714285714288,0.14285714285714288,0.4950508526248027,False
2_1,Employment rate,Employment rate,COL,Colombia,higher,percentage points per year,15.0,2010.0,2024.0,-0.2566666666666677,-0.4969999999999999,-0.04099999999999966,590.4326666666688,-0.2566666666666677,-0.4969999999999999,-0.04099999999999966,-0.4285714285714286,-0.4285714285714286,0.027495265215751328,False
2_1,Employment rate,Employment rate,CRI,Costa Rica,higher,percentage points per year,15.0,2010.0,2024.0,-0.14949999999999974,-0.40600000000000025,0.06780000000000257,370.59749999999946,-0.14949999999999974,-0.40600000000000025,0.06780000000000257,-0.2571428571428572,-0.2571428571428572,0.20184282422518202,False
2_1,Employment rate,Employment rate,CZE,Czechia,higher,percentage points per year,15.0,2010.0,2024.0,0.8920000000000007,0.8149999999999977,1.000666666666665,-1717.9990000000014,0.8920000000000007,0.8149999999999977,1.000666666666665,0.9428571428571428,0.9428571428571428,1.0155433435856716e-09,False
2_1,Employment rate,Employment rate,DEU,Germany,higher,percentage points per year,15.0,2010.0,2024.0,0.42199999999999704,0.3143999999999991,0.5143333333333354,-770.669999999994,0.42199999999999704,0.3143999999999991,0.5143333333333354,0.8857142857142857,0.8857142857142857,5.337720284810232e-08,False
2_1,Employment rate,Employment rate,DNK,Denmark,higher,percentage points per year,15.0,2010.0,2024.0,0.4984545454545458,0.4163749999999986,0.5871250000000003,-927.040818181819,0.4984545454545458,0.4163749999999986,0.5871250000000003,0.8857142857142857,0.8857142857142857,5.337720284810232e-08,False
2_1,Employment rate,Employment rate,ESP,Spain,higher,percentage points per year,15.0,2010.0,2024.0,0.9420000000000002,0.6562857142857145,1.1863333333333326,-1831.9170000000004,0.9420000000000002,0.6562857142857145,1.1863333333333326,0.7714285714285715,0.7714285714285715,1.0056000424717356e-05,False
2_1,Employment rate,Employment rate,EST,Estonia,higher,percentage points per year,15.0,2010.0,2024.0,0.8056666666666672,0.6648181818181821,0.9713999999999998,-1545.0426666666676,0.8056666666666672,0.6648181818181821,0.9713999999999998,0.9047619047619049,0.9047619047619049,1.6537756286433536e-08,False
2_1,Employment rate,Employment rate,FIN,Finland,higher,percentage points per year,15.0,2010.0,2024.0,0.4100000000000013,0.22466666666666413,0.5720000000000012,-751.0580000000026,0.4100000000000013,0.22466666666666413,0.5720000000000012,0.6761904761904762,0.6761904761904762,0.00019989992034469547,False
2_1,Employment rate,Employment rate,FRA,France,higher,percentage points per year,15.0,2010.0,2024.0,0.43400000000000105,0.33414285714285696,0.5424000000000007,-802.500000000002,0.43400000000000105,0.33414285714285696,0.5424000000000007,0.980952380952381,0.980952380952381,2.294149119545945e-11,False
